001,アイテム1,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1496747611176-843222e1e57c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=001,1,1000,women;women_dress
002,アイテム2,これはサンプル商品です。非常に美しく、心地よい商品です。,"2,000円",https://images.unsplash.com/photo-1545291730-faff8ca1d4b0?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=002,1,2000,women;women_dress;women_jumpsuit
003,アイテム3,これはサンプル商品です。非常に美しく、心地よい商品です。,"3,000円",https://images.unsplash.com/photo-1670718138426-a6562b1734ef?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=003,1,3000,women;women_jacket
004,アイテム4,これはサンプル商品です。非常に美しく、心地よい商品です。,"4,000円",https://images.unsplash.com/photo-1575939238474-c8ada13b2724?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=004,1,4000,women
005,アイテム5,これはサンプル商品です。非常に美しく、心地よい商品です。,"5,000円",https://images.unsplash.com/photo-1469334031218-e382a71b716b?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=005,1,5000,women;women_eyewear
006,アイテム6,これはサンプル商品です。非常に美しく、心地よい商品です。,"6,000円",https://images.unsplash.com/photo-1619785690726-89c6b3bd3849?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=006,1,6000,women;women_eyewear
007,アイテム7,これはサンプル商品です。非常に美しく、心地よい商品です。,"7,000円",https://images.unsplash.com/photo-1542394613-26460f1f378c?w=300&auto=format&fit=crop&q=80&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTF8fCVFNSVCOCVCRCVFNSVBRCU5MHxlbnwwfDB8MHx8fDI%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=007,1,7000,women;women_hat
008,アイテム8,これはサンプル商品です。非常に美しく、心地よい商品です。,"8,000円",https://images.unsplash.com/photo-1521369909029-2afed882baee?w=300&auto=format&fit=crop&q=80&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8JUU1JUI4JUJEJUU1JUFEJTkwfGVufDB8MHwwfHx8Mg%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=008,1,8000,men;men_hat
009,アイテム9,これはサンプル商品です。非常に美しく、心地よい商品です。,"9,000円",https://images.unsplash.com/flagged/photo-1558127537-56802139873a?&auto=format&fit=crop&q=80&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fCVFOSU5RCVCNCVFNCVCOCU4QnxlbnwwfDB8MHx8fDA%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=009,1,9000,men;men_socks
010,アイテム10,これはサンプル商品です。非常に美しく、心地よい商品です。,"10,000円",https://images.unsplash.com/photo-1615486364462-ef6363adbc18?q=80&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=010,1,10000,unisex;unisex_socks
011,アイテム11,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://plus.unsplash.com/premium_photo-1690820317472-d6c1b2230fc4?&auto=format&fit=crop&q=80&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MXxUOV9nVEc3WlBzc3x8ZW58MHx8fHx8&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=011,1,1000,women;women_jeans
012,アイテム12,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://plus.unsplash.com/premium_photo-1673977134363-c86a9d5dcafa?q=80&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=012,1,1000,women;women_jeans
013,アイテム13,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1543087903-1ac2ec7aa8c5?q=80&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=013,1,1000,women
014,アイテム14,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1607522370275-f14206abe5d3?&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGNsb3RoaW5nfGVufDB8MHwwfHx8Mg%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=014,1,1000,unisex;unisex_shoes
015,アイテム15,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1519027356316-9f99e11d8bac?&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTR8fGNvYXR8ZW58MHwwfDB8fHwy&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=015,1,1000,men;men_jacket
016,アイテム16,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1512143850693-7765074330f5?&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTh8fGNvYXR8ZW58MHwwfDB8fHwy&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=016,1,1000,men;men_jacket
017,アイテム17,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1515485315907-72cf613bb1de?q=80&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=017,1,1000,unisex;unisex_eyerwear
018,アイテム18,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1610136649349-0f646f318053?&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8c3VuZ2xhc3Nlc3xlbnwwfDB8MHx8fDI%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=018,1,1000,women;women_eyewear
019,アイテム19,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1502868354157-ec2edd2a1651?auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8M3x8ZHJlc3N8ZW58MHwwfDB8fHwy&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=019,1,1000,women;women_dress
020,アイテム20,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1506760105842-74c56599ed06?auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8ODl8fGRyZXNzfGVufDB8MHwwfHx8Mg%3D%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=020,1,1000,women;women_dress
021,アイテム21,これはサンプル商品です。非常に美しく、心地よい商品です。,"1,000円",https://images.unsplash.com/photo-1564257631407-4deb1f99d992?auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8Y3JvcCUyMHRvcHxlbnwwfDB8MHx8fDA%3D&auto=format&fit=crop&w=300&q=80&h=200,https://settestliked-silveregg.on.drv.tw/Documentation/LikeDiscovery/settestliked/test/setwebsite/details.html?itemId=021,1,1000,women;women_top